pattern,index,src,dst
hotnode,503,7,1
hotnode,504,8,1
hotnode,505,9,5
hotnode,506,10,1
hotnode,507,11,1
hotnode,508,12,5
hotnode,509,13,1
hotnode,510,14,12
hotnode,511,15,13
hotnode,512,0,15
hotnode,513,1,0
hotnode,514,2,10
hotnode,515,3,1
hotnode,516,4,13
hotnode,517,5,10
hotnode,518,6,1
hotnode,519,7,1
hotnode,520,8,1
hotnode,521,9,15
hotnode,522,10,5
hotnode,523,11,1
hotnode,524,12,5
hotnode,525,13,5
hotnode,526,14,1
hotnode,527,15,1
hotnode,528,0,8
hotnode,529,1,8
hotnode,530,2,12
hotnode,531,3,5
hotnode,532,4,1
hotnode,533,5,10
hotnode,534,6,2
hotnode,535,7,5
hotnode,536,8,10
hotnode,537,9,5
hotnode,538,10,1
hotnode,539,11,5
hotnode,540,12,5
hotnode,541,13,0
hotnode,542,14,5
hotnode,543,15,13
hotnode,544,0,6
hotnode,545,1,5
hotnode,546,2,14
hotnode,547,3,5
hotnode,548,4,5
hotnode,549,5,9
hotnode,550,6,5
hotnode,551,7,5
hotnode,552,8,7
hotnode,553,9,5
hotnode,554,10,1
hotnode,555,11,5
hotnode,556,12,10
hotnode,557,13,2
hotnode,558,14,1
hotnode,559,15,4
hotnode,560,0,5
hotnode,561,1,2
hotnode,562,2,15
hotnode,563,3,15
hotnode,564,4,1
hotnode,565,5,1
hotnode,566,6,13
hotnode,567,7,14
hotnode,568,8,1
hotnode,569,9,1
hotnode,570,10,7
hotnode,571,11,1
hotnode,572,12,1
hotnode,573,13,3
hotnode,574,14,5
hotnode,575,15,4
hotnode,576,0,5
hotnode,577,1,13
hotnode,578,2,12
hotnode,579,3,1
hotnode,580,4,1
hotnode,581,5,1
hotnode,582,6,5
hotnode,583,7,1
hotnode,584,8,4
hotnode,585,9,5
hotnode,586,10,13
hotnode,587,11,5
hotnode,588,12,9
hotnode,589,13,5
hotnode,590,14,1
hotnode,591,15,1
hotnode,592,0,5
hotnode,593,1,2
hotnode,594,2,12
hotnode,595,3,5
hotnode,596,4,11
hotnode,597,5,14
hotnode,598,6,11
hotnode,599,7,11
hotnode,600,8,5
hotnode,601,9,5
hotnode,602,10,2
hotnode,603,11,8
hotnode,604,12,5
hotnode,605,13,1
hotnode,606,14,5
hotnode,607,15,1
hotnode,608,0,8
hotnode,609,1,5
hotnode,610,2,3
hotnode,611,3,5
hotnode,612,4,11
hotnode,613,5,14
hotnode,614,6,5
hotnode,615,7,1
hotnode,616,8,2
hotnode,617,9,5
hotnode,618,10,5
hotnode,619,11,5
hotnode,620,12,1
hotnode,621,13,1
hotnode,622,14,13
hotnode,623,15,1
hotnode,624,0,1
hotnode,625,1,11
hotnode,626,2,0
hotnode,627,3,5
hotnode,628,4,1
hotnode,629,5,1
hotnode,630,6,10
hotnode,631,7,10
hotnode,632,8,6
hotnode,633,9,6
hotnode,634,10,1
hotnode,635,11,1
hotnode,636,12,1
hotnode,637,13,5
hotnode,638,14,1
hotnode,639,15,5
hotnode,640,0,5
hotnode,641,1,5
hotnode,642,2,1
hotnode,643,3,5
hotnode,644,4,5
hotnode,645,5,13
hotnode,646,6,10
hotnode,647,7,6
hotnode,648,8,1
hotnode,649,9,5
hotnode,650,10,5
hotnode,651,11,5
hotnode,652,12,1
hotnode,653,13,12
hotnode,654,14,10
hotnode,655,15,0
hotnode,656,0,1
hotnode,657,1,6
hotnode,658,2,1
hotnode,659,3,5
hotnode,660,4,1
hotnode,661,5,6
hotnode,662,6,14
hotnode,663,7,5
hotnode,664,8,1
hotnode,665,9,11
hotnode,666,10,11
hotnode,667,11,1
hotnode,668,12,1
hotnode,669,13,1
hotnode,670,14,3
hotnode,671,15,5
hotnode,672,0,5
hotnode,673,1,12
hotnode,674,2,15
hotnode,675,3,5
hotnode,676,4,12
hotnode,677,5,14
hotnode,678,6,5
hotnode,679,7,1
hotnode,680,8,12
hotnode,681,9,15
hotnode,682,10,1
hotnode,683,11,10
hotnode,684,12,13
hotnode,685,13,1
hotnode,686,14,5
hotnode,687,15,5
hotnode,688,0,1
hotnode,689,1,5
hotnode,690,2,3
hotnode,691,3,5
hotnode,692,4,1
hotnode,693,5,2
hotnode,694,6,3
hotnode,695,7,12
hotnode,696,8,2
hotnode,697,9,1
hotnode,698,10,9
hotnode,699,11,1
hotnode,700,12,11
hotnode,701,13,2
hotnode,702,14,5
hotnode,703,15,2
hotnode,704,0,6
hotnode,705,1,14
hotnode,706,2,10
hotnode,707,3,10
hotnode,708,4,7
hotnode,709,5,7
hotnode,710,6,1
hotnode,711,7,1
hotnode,712,8,1
hotnode,713,9,5
hotnode,714,10,1
hotnode,715,11,13
hotnode,716,12,9
hotnode,717,13,1
hotnode,718,14,4
hotnode,719,15,7
hotnode,720,0,5
hotnode,721,1,0
hotnode,722,2,5
hotnode,723,3,5
hotnode,724,4,6
hotnode,725,5,1
hotnode,726,6,11
hotnode,727,7,0
hotnode,728,8,4
hotnode,729,9,5
hotnode,730,10,5
hotnode,731,11,5
hotnode,732,12,1
hotnode,733,13,4
hotnode,734,14,15
hotnode,735,15,10
hotnode,736,0,1
hotnode,737,1,3
hotnode,738,2,1
hotnode,739,3,0
hotnode,740,4,5
hotnode,741,5,0
hotnode,742,6,2
hotnode,743,7,5
hotnode,744,8,1
hotnode,745,9,7
hotnode,746,10,8
hotnode,747,11,1
hotnode,748,12,1
hotnode,749,13,12
hotnode,750,14,5
hotnode,751,15,1
hotnode,752,0,4
hotnode,753,1,14
hotnode,754,2,8
hotnode,755,3,1
hotnode,756,4,0
hotnode,757,5,8
hotnode,758,6,1
hotnode,759,7,1
hotnode,760,8,14
hotnode,761,9,15
hotnode,762,10,1
hotnode,763,11,5
hotnode,764,12,11
hotnode,765,13,5
hotnode,766,14,5
hotnode,767,15,1
hotnode,768,0,1
hotnode,769,1,15
hotnode,770,2,7
hotnode,771,3,5
hotnode,772,4,10
hotnode,773,5,15
hotnode,774,6,5
hotnode,775,7,11
hotnode,776,8,5
hotnode,777,9,1
hotnode,778,10,1
hotnode,779,11,12
hotnode,780,12,0
hotnode,781,13,1
hotnode,782,14,5
hotnode,783,15,9
hotnode,784,0,10
hotnode,785,1,7
hotnode,786,2,14
hotnode,787,3,5
hotnode,788,4,11
hotnode,789,5,8
hotnode,790,6,9
hotnode,791,7,5
hotnode,792,8,13
hotnode,793,9,3
hotnode,794,10,8
hotnode,795,11,1
hotnode,796,12,1
hotnode,797,13,1
hotnode,798,14,1
hotnode,799,15,12
hotnode,800,0,11
hotnode,801,1,4
hotnode,802,2,15
hotnode,803,3,5
hotnode,804,4,0
hotnode,805,5,15
hotnode,806,6,9
hotnode,807,7,1
hotnode,808,8,1
hotnode,809,9,1
hotnode,810,10,5
hotnode,811,11,0
hotnode,812,12,7
hotnode,813,13,9
hotnode,814,14,10
hotnode,815,15,1
hotnode,816,0,12
hotnode,817,1,5
hotnode,818,2,1
hotnode,819,3,5
hotnode,820,4,15
hotnode,821,5,11
hotnode,822,6,3
hotnode,823,7,5
hotnode,824,8,4
hotnode,825,9,3
hotnode,826,10,1
hotnode,827,11,5
hotnode,828,12,6
hotnode,829,13,8
hotnode,830,14,1
hotnode,831,15,5
hotnode,832,0,7
hotnode,833,1,5
hotnode,834,2,1
hotnode,835,3,1
hotnode,836,4,11
hotnode,837,5,15
hotnode,838,6,5
hotnode,839,7,5
hotnode,840,8,12
hotnode,841,9,10
hotnode,842,10,5
hotnode,843,11,13
hotnode,844,12,10
hotnode,845,13,6
hotnode,846,14,3
hotnode,847,15,5
hotnode,848,0,7
hotnode,849,1,9
hotnode,850,2,5
hotnode,851,3,5
hotnode,852,4,1
hotnode,853,5,1
hotnode,854,6,5
hotnode,855,7,5
hotnode,856,8,11
hotnode,857,9,14
hotnode,858,10,5
hotnode,859,11,5
hotnode,860,12,8
hotnode,861,13,1
hotnode,862,14,13
hotnode,863,15,5
hotnode,864,0,5
hotnode,865,1,7
hotnode,866,2,5
hotnode,867,3,8
hotnode,868,4,8
hotnode,869,5,8
hotnode,870,6,11
hotnode,871,7,11
hotnode,872,8,5
hotnode,873,9,5
hotnode,874,10,3
hotnode,875,11,3
hotnode,876,12,5
hotnode,877,13,1
hotnode,878,14,1
hotnode,879,15,1
hotnode,880,0,5
hotnode,881,1,5
hotnode,882,2,1
hotnode,883,3,5
hotnode,884,4,10
hotnode,885,5,0
hotnode,886,6,8
hotnode,887,7,1
hotnode,888,8,1
hotnode,889,9,5
hotnode,890,10,1
hotnode,891,11,5
hotnode,892,12,5
hotnode,893,13,5
hotnode,894,14,3
hotnode,895,15,1
hotnode,896,0,1
hotnode,897,1,5
hotnode,898,2,5
hotnode,899,3,8
hotnode,900,4,1
hotnode,901,5,0
hotnode,902,6,2
hotnode,903,7,14
hotnode,904,8,5
hotnode,905,9,8
hotnode,906,10,2
hotnode,907,11,5
hotnode,908,12,13
hotnode,909,13,5
hotnode,910,14,3
hotnode,911,15,11
hotnode,912,0,3
hotnode,913,1,13
hotnode,914,2,1
hotnode,915,3,5
hotnode,916,4,1
hotnode,917,5,9
hotnode,918,6,4
hotnode,919,7,1
hotnode,920,8,9
hotnode,921,9,1
hotnode,922,10,3
hotnode,923,11,7
hotnode,924,12,5
hotnode,925,13,5
hotnode,926,14,13
hotnode,927,15,5
hotnode,928,0,5
hotnode,929,1,0
hotnode,930,2,0
hotnode,931,3,1
hotnode,932,4,9
hotnode,933,5,10
hotnode,934,6,1
hotnode,935,7,8
hotnode,936,8,15
hotnode,937,9,1
hotnode,938,10,7
hotnode,939,11,5
hotnode,940,12,10
hotnode,941,13,9
hotnode,942,14,15
hotnode,943,15,3
hotnode,944,0,5
hotnode,945,1,9
hotnode,946,2,1
hotnode,947,3,4
hotnode,948,4,1
hotnode,949,5,1
hotnode,950,6,10
hotnode,951,7,5
hotnode,952,8,3
hotnode,953,9,1
hotnode,954,10,1
hotnode,955,11,1
hotnode,956,12,5
hotnode,957,13,1
hotnode,958,14,1
hotnode,959,15,5
hotnode,960,0,5
hotnode,961,1,12
hotnode,962,2,5
hotnode,963,3,1
hotnode,964,4,1
hotnode,965,5,12
hotnode,966,6,5
hotnode,967,7,1
hotnode,968,8,3
hotnode,969,9,5
hotnode,970,10,8
hotnode,971,11,5
hotnode,972,12,5
hotnode,973,13,8
hotnode,974,14,5
hotnode,975,15,14
hotnode,976,0,5
hotnode,977,1,2
hotnode,978,2,0
hotnode,979,3,1
hotnode,980,4,7
hotnode,981,5,1
hotnode,982,6,1
hotnode,983,7,3
hotnode,984,8,10
hotnode,985,9,10
hotnode,986,10,9
hotnode,987,11,4
hotnode,988,12,8
hotnode,989,13,5
hotnode,990,14,10
hotnode,991,15,1
hotnode,992,0,5
hotnode,993,1,5
hotnode,994,2,1
hotnode,995,3,1
hotnode,996,4,7
hotnode,997,5,1
hotnode,998,6,1
hotnode,999,7,15
hotnode,1000,8,1
hotnode,1001,9,10
hotnode,1002,10,15
hotnode,1003,11,1
hotnode,1004,12,5
hotnode,1005,13,5
hotnode,1006,14,1
hotnode,1007,15,1
hotnode,1008,0,14
hotnode,1009,1,11
hotnode,1010,2,7
hotnode,1011,3,5
hotnode,1012,4,2
hotnode,1013,5,1
hotnode,1014,6,11
hotnode,1015,7,0
hotnode,1016,8,1
hotnode,1017,9,12
hotnode,1018,10,0
hotnode,1019,11,5
hotnode,1020,12,1
hotnode,1021,13,5
hotnode,1022,14,5
hotnode,1023,15,5
hotnode,1024,0,5
hotnode,1025,1,5
hotnode,1026,2,5
hotnode,1027,3,15
hotnode,1028,4,1
hotnode,1029,5,2
hotnode,1030,6,5
hotnode,1031,7,1
hotnode,1032,8,5
hotnode,1033,9,11
hotnode,1034,10,8
hotnode,1035,11,9
hotnode,1036,12,4
hotnode,1037,13,1
hotnode,1038,14,1
hotnode,1039,15,8
hotnode,1040,0,5
hotnode,1041,1,7
hotnode,1042,2,8
hotnode,1043,3,5
hotnode,1044,4,1
hotnode,1045,5,12
hotnode,1046,6,11
hotnode,1047,7,4
hotnode,1048,8,5
hotnode,1049,9,5
hotnode,1050,10,9
hotnode,1051,11,5
hotnode,1052,12,1
hotnode,1053,13,1
hotnode,1054,14,0
hotnode,1055,15,1
hotnode,1056,0,5
hotnode,1057,1,0
hotnode,1058,2,14
hotnode,1059,3,14
hotnode,1060,4,15
hotnode,1061,5,3
hotnode,1062,6,1
hotnode,1063,7,13
hotnode,1064,8,10
hotnode,1065,9,6
hotnode,1066,10,1
hotnode,1067,11,9
hotnode,1068,12,1
hotnode,1069,13,15
hotnode,1070,14,5
hotnode,1071,15,14
hotnode,1072,0,12
hotnode,1073,1,3
hotnode,1074,2,9
hotnode,1075,3,7
hotnode,1076,4,7
hotnode,1077,5,12
hotnode,1078,6,9
hotnode,1079,7,4
hotnode,1080,8,1
hotnode,1081,9,5
hotnode,1082,10,5
hotnode,1083,11,6
hotnode,1084,12,1
hotnode,1085,13,5
hotnode,1086,14,6
hotnode,1087,15,9
hotnode,1088,0,1
hotnode,1089,1,7
hotnode,1090,2,1
hotnode,1091,3,5
hotnode,1092,4,1
hotnode,1093,5,1
hotnode,1094,6,15
hotnode,1095,7,1
hotnode,1096,8,4
hotnode,1097,9,3
hotnode,1098,10,5
hotnode,1099,11,2
hotnode,1100,12,14
hotnode,1101,13,15
hotnode,1102,14,1
hotnode,1103,15,9
hotnode,1104,0,2
hotnode,1105,1,5
hotnode,1106,2,1
hotnode,1107,3,1
hotnode,1108,4,9
hotnode,1109,5,1
hotnode,1110,6,13
hotnode,1111,7,13
hotnode,1112,8,1
hotnode,1113,9,1
hotnode,1114,10,6
hotnode,1115,11,1
hotnode,1116,12,1
hotnode,1117,13,5
hotnode,1118,14,15
hotnode,1119,15,1
hotnode,1120,0,12
hotnode,1121,1,6
hotnode,1122,2,11
hotnode,1123,3,1
hotnode,1124,4,1
hotnode,1125,5,15
hotnode,1126,6,1
hotnode,1127,7,5
hotnode,1128,8,5
hotnode,1129,9,11
hotnode,1130,10,1
hotnode,1131,11,12
hotnode,1132,12,1
hotnode,1133,13,15
hotnode,1134,14,1
hotnode,1135,15,5
hotnode,1136,0,1
hotnode,1137,1,9
hotnode,1138,2,1
hotnode,1139,3,5
hotnode,1140,4,6
hotnode,1141,5,1
hotnode,1142,6,15
hotnode,1143,7,15
hotnode,1144,8,5
hotnode,1145,9,0
hotnode,1146,10,1
hotnode,1147,11,1
hotnode,1148,12,5
hotnode,1149,13,3
hotnode,1150,14,1
hotnode,1151,15,5
hotnode,1152,0,2
hotnode,1153,1,5
hotnode,1154,2,10
hotnode,1155,3,1
hotnode,1156,4,5
hotnode,1157,5,0
hotnode,1158,6,1
hotnode,1159,7,11
hotnode,1160,8,10
hotnode,1161,9,5
hotnode,1162,10,1
hotnode,1163,11,9
hotnode,1164,12,1
hotnode,1165,13,7
hotnode,1166,14,1
hotnode,1167,15,8
hotnode,1168,0,6
hotnode,1169,1,5
hotnode,1170,2,15
hotnode,1171,3,5
hotnode,1172,4,5
hotnode,1173,5,11
hotnode,1174,6,5
hotnode,1175,7,5
hotnode,1176,8,5
hotnode,1177,9,1
hotnode,1178,10,6
hotnode,1179,11,3
hotnode,1180,12,8
hotnode,1181,13,1
hotnode,1182,14,3
hotnode,1183,15,9
hotnode,1184,0,5
hotnode,1185,1,8
hotnode,1186,2,11
hotnode,1187,3,15
hotnode,1188,4,1
hotnode,1189,5,9
hotnode,1190,6,5
hotnode,1191,7,3
hotnode,1192,8,5
hotnode,1193,9,5
hotnode,1194,10,9
hotnode,1195,11,1
hotnode,1196,12,1
hotnode,1197,13,1
hotnode,1198,14,13
hotnode,1199,15,1
hotnode,1200,0,5
hotnode,1201,1,5
hotnode,1202,2,5
hotnode,1203,3,7
hotnode,1204,4,11
hotnode,1205,5,1
hotnode,1206,6,1
hotnode,1207,7,13
hotnode,1208,8,5
hotnode,1209,9,5
hotnode,1210,10,5
hotnode,1211,11,1
hotnode,1212,12,5
hotnode,1213,13,5
hotnode,1214,14,8
hotnode,1215,15,5
hotnode,1216,0,7
hotnode,1217,1,3
hotnode,1218,2,10
hotnode,1219,3,5
hotnode,1220,4,2
hotnode,1221,5,12
hotnode,1222,6,0
hotnode,1223,7,1
hotnode,1224,8,1
hotnode,1225,9,11
hotnode,1226,10,1
hotnode,1227,11,1
hotnode,1228,12,5
hotnode,1229,13,4
hotnode,1230,14,5
hotnode,1231,15,5
hotnode,1232,0,5
hotnode,1233,1,13
hotnode,1234,2,15
hotnode,1235,3,12
hotnode,1236,4,0
hotnode,1237,5,1
hotnode,1238,6,1
hotnode,1239,7,5
hotnode,1240,8,1
hotnode,1241,9,5
hotnode,1242,10,1
hotnode,1243,11,8
hotnode,1244,12,5
hotnode,1245,13,1
hotnode,1246,14,8
hotnode,1247,15,5
