pattern,index,src,dst
uniform,154,10,15
uniform,155,11,7
uniform,156,12,7
uniform,157,13,3
uniform,158,14,13
uniform,159,15,6
uniform,160,0,1
uniform,161,1,11
uniform,162,2,9
uniform,163,3,4
uniform,164,4,10
uniform,165,5,3
uniform,166,6,10
uniform,167,7,2
uniform,168,8,15
uniform,169,9,14
uniform,170,10,6
uniform,171,11,3
uniform,172,12,11
uniform,173,13,2
uniform,174,14,3
uniform,175,15,5
uniform,176,0,14
uniform,177,1,6
uniform,178,2,4
uniform,179,3,1
uniform,180,4,8
uniform,181,5,7
uniform,182,6,3
uniform,183,7,10
uniform,184,8,15
uniform,185,9,2
uniform,186,10,7
uniform,187,11,8
uniform,188,12,13
uniform,189,13,12
uniform,190,14,9
uniform,191,15,13
uniform,192,0,1
uniform,193,1,14
uniform,194,2,6
uniform,195,3,0
uniform,196,4,9
uniform,197,5,6
uniform,198,6,0
uniform,199,7,0
uniform,200,8,12
uniform,201,9,1
uniform,202,10,13
uniform,203,11,0
uniform,204,12,11
uniform,205,13,8
uniform,206,14,7
uniform,207,15,5
uniform,208,0,15
uniform,209,1,10
uniform,210,2,15
uniform,211,3,11
uniform,212,4,7
uniform,213,5,6
uniform,214,6,15
uniform,215,7,9
uniform,216,8,4
uniform,217,9,13
uniform,218,10,14
uniform,219,11,5
uniform,220,12,13
uniform,221,13,3
uniform,222,14,4
uniform,223,15,14
uniform,224,0,15
uniform,225,1,7
uniform,226,2,4
uniform,227,3,14
uniform,228,4,6
uniform,229,5,1
uniform,230,6,7
uniform,231,7,5
uniform,232,8,1
uniform,233,9,0
uniform,234,10,4
uniform,235,11,7
uniform,236,12,2
uniform,237,13,14
uniform,238,14,7
uniform,239,15,10
uniform,240,0,11
uniform,241,1,3
uniform,242,2,6
uniform,243,3,8
uniform,244,4,3
uniform,245,5,0
uniform,246,6,13
uniform,247,7,2
uniform,248,8,11
uniform,249,9,4
uniform,250,10,4
uniform,251,11,13
uniform,252,12,0
uniform,253,13,1
uniform,254,14,11
uniform,255,15,3
uniform,256,0,11
uniform,257,1,6
uniform,258,2,6
uniform,259,3,9
uniform,260,4,1
uniform,261,5,7
uniform,262,6,14
uniform,263,7,13
uniform,264,8,0
uniform,265,9,11
uniform,266,10,2
uniform,267,11,13
uniform,268,12,13
uniform,269,13,7
uniform,270,14,13
uniform,271,15,5
uniform,272,0,7
uniform,273,1,2
uniform,274,2,13
uniform,275,3,8
uniform,276,4,0
uniform,277,5,2
uniform,278,6,0
uniform,279,7,9
uniform,280,8,12
uniform,281,9,7
uniform,282,10,12
uniform,283,11,15
uniform,284,12,4
uniform,285,13,1
uniform,286,14,13
uniform,287,15,1
uniform,288,0,15
uniform,289,1,12
uniform,290,2,13
uniform,291,3,6
uniform,292,4,3
uniform,293,5,13
uniform,294,6,10
uniform,295,7,15
uniform,296,8,13
uniform,297,9,7
uniform,298,10,12
uniform,299,11,12
uniform,300,12,13
uniform,301,13,5
uniform,302,14,3
uniform,303,15,13
uniform,304,0,7
uniform,305,1,5
uniform,306,2,3
uniform,307,3,14
uniform,308,4,10
uniform,309,5,7
uniform,310,6,0
uniform,311,7,4
uniform,312,8,5
uniform,313,9,12
uniform,314,10,6
uniform,315,11,15
uniform,316,12,9
uniform,317,13,2
uniform,318,14,12
uniform,319,15,3
uniform,320,0,15
uniform,321,1,5
uniform,322,2,0
uniform,323,3,12
uniform,324,4,15
uniform,325,5,11
uniform,326,6,8
uniform,327,7,15
uniform,328,8,0
uniform,329,9,7
uniform,330,10,15
uniform,331,11,1
uniform,332,12,2
uniform,333,13,10
uniform,334,14,0
uniform,335,15,7
uniform,336,0,4
uniform,337,1,15
uniform,338,2,7
uniform,339,3,13
uniform,340,4,13
uniform,341,5,4
uniform,342,6,7
uniform,343,7,6
uniform,344,8,2
uniform,345,9,2
uniform,346,10,5
uniform,347,11,0
uniform,348,12,14
uniform,349,13,0
uniform,350,14,15
uniform,351,15,12
uniform,352,0,2
uniform,353,1,13
uniform,354,2,12
uniform,355,3,1
uniform,356,4,6
uniform,357,5,8
uniform,358,6,2
uniform,359,7,9
uniform,360,8,1
uniform,361,9,15
uniform,362,10,2
uniform,363,11,7
uniform,364,12,6
uniform,365,13,14
uniform,366,14,11
uniform,367,15,11
uniform,368,0,1
uniform,369,1,6
uniform,370,2,10
uniform,371,3,14
uniform,372,4,14
uniform,373,5,3
uniform,374,6,2
uniform,375,7,0
uniform,376,8,10
uniform,377,9,4
uniform,378,10,11
uniform,379,11,3
uniform,380,12,3
uniform,381,13,7
uniform,382,14,11
uniform,383,15,4
uniform,384,0,2
uniform,385,1,5
uniform,386,2,12
uniform,387,3,11
uniform,388,4,3
uniform,389,5,13
uniform,390,6,10
uniform,391,7,1
uniform,392,8,1
uniform,393,9,14
uniform,394,10,15
uniform,395,11,10
uniform,396,12,8
uniform,397,13,1
uniform,398,14,3
uniform,399,15,6
uniform,400,0,12
uniform,401,1,14
uniform,402,2,12
uniform,403,3,8
uniform,404,4,5
uniform,405,5,8
uniform,406,6,8
uniform,407,7,4
uniform,408,8,5
uniform,409,9,8
uniform,410,10,11
uniform,411,11,7
uniform,412,12,1
uniform,413,13,14
uniform,414,14,5
uniform,415,15,14
uniform,416,0,1
uniform,417,1,4
uniform,418,2,0
uniform,419,3,2
uniform,420,4,12
uniform,421,5,4
uniform,422,6,14
uniform,423,7,8
uniform,424,8,6
uniform,425,9,11
uniform,426,10,15
uniform,427,11,13
uniform,428,12,9
uniform,429,13,0
uniform,430,14,9
uniform,431,15,0
uniform,432,0,8
uniform,433,1,11
uniform,434,2,12
uniform,435,3,9
uniform,436,4,0
uniform,437,5,13
uniform,438,6,10
uniform,439,7,15
uniform,440,8,11
uniform,441,9,0
uniform,442,10,9
uniform,443,11,7
uniform,444,12,8
uniform,445,13,0
uniform,446,14,10
uniform,447,15,6
uniform,448,0,3
uniform,449,1,14
uniform,450,2,7
uniform,451,3,6
uniform,452,4,0
uniform,453,5,0
uniform,454,6,14
uniform,455,7,12
uniform,456,8,4
uniform,457,9,1
uniform,458,10,11
uniform,459,11,15
uniform,460,12,2
uniform,461,13,0
uniform,462,14,13
uniform,463,15,7
uniform,464,0,1
uniform,465,1,11
uniform,466,2,3
uniform,467,3,9
uniform,468,4,11
uniform,469,5,8
uniform,470,6,15
uniform,471,7,1
uniform,472,8,10
uniform,473,9,6
uniform,474,10,14
uniform,475,11,14
uniform,476,12,14
uniform,477,13,4
uniform,478,14,10
uniform,479,15,1
uniform,480,0,7
uniform,481,1,4
uniform,482,2,9
uniform,483,3,12
uniform,484,4,14
uniform,485,5,2
uniform,486,6,1
uniform,487,7,10
uniform,488,8,4
uniform,489,9,12
uniform,490,10,1
uniform,491,11,7
uniform,492,12,10
uniform,493,13,9
uniform,494,14,11
uniform,495,15,1
uniform,496,0,12
uniform,497,1,9
uniform,498,2,9
uniform,499,3,4
uniform,500,4,1
uniform,501,5,14
uniform,502,6,2
uniform,503,7,0
uniform,504,8,2
uniform,505,9,5
uniform,506,10,3
uniform,507,11,6
uniform,508,12,4
uniform,509,13,0
uniform,510,14,10
uniform,511,15,5
uniform,512,0,1
uniform,513,1,6
uniform,514,2,0
uniform,515,3,15
uniform,516,4,0
uniform,517,5,7
uniform,518,6,9
uniform,519,7,9
uniform,520,8,1
uniform,521,9,15
uniform,522,10,0
uniform,523,11,10
uniform,524,12,11
uniform,525,13,11
uniform,526,14,8
uniform,527,15,2
uniform,528,0,8
uniform,529,1,2
uniform,530,2,1
uniform,531,3,1
uniform,532,4,13
uniform,533,5,0
uniform,534,6,9
uniform,535,7,14
uniform,536,8,9
uniform,537,9,0
uniform,538,10,8
uniform,539,11,5
uniform,540,12,11
uniform,541,13,6
uniform,542,14,0
uniform,543,15,1
uniform,544,0,11
uniform,545,1,3
uniform,546,2,9
uniform,547,3,10
uniform,548,4,15
uniform,549,5,14
uniform,550,6,1
uniform,551,7,14
uniform,552,8,11
uniform,553,9,15
uniform,554,10,11
uniform,555,11,7
uniform,556,12,10
uniform,557,13,15
uniform,558,14,13
uniform,559,15,14
uniform,560,0,2
uniform,561,1,14
uniform,562,2,6
uniform,563,3,10
uniform,564,4,3
uniform,565,5,1
uniform,566,6,4
uniform,567,7,11
uniform,568,8,2
uniform,569,9,13
uniform,570,10,0
uniform,571,11,9
uniform,572,12,0
uniform,573,13,0
uniform,574,14,12
uniform,575,15,6
uniform,576,0,3
uniform,577,1,9
uniform,578,2,6
uniform,579,3,10
uniform,580,4,5
uniform,581,5,14
uniform,582,6,14
uniform,583,7,9
uniform,584,8,15
uniform,585,9,1
uniform,586,10,8
uniform,587,11,8
uniform,588,12,10
uniform,589,13,4
uniform,590,14,3
uniform,591,15,8
uniform,592,0,11
uniform,593,1,8
uniform,594,2,9
uniform,595,3,10
uniform,596,4,12
uniform,597,5,13
uniform,598,6,12
uniform,599,7,3
uniform,600,8,4
uniform,601,9,3
uniform,602,10,8
uniform,603,11,8
uniform,604,12,7
uniform,605,13,11
uniform,606,14,9
uniform,607,15,11
uniform,608,0,3
uniform,609,1,2
uniform,610,2,7
uniform,611,3,10
uniform,612,4,1
uniform,613,5,11
uniform,614,6,11
uniform,615,7,6
uniform,616,8,15
uniform,617,9,0
uniform,618,10,6
uniform,619,11,2
uniform,620,12,9
uniform,621,13,8
uniform,622,14,11
uniform,623,15,0
uniform,624,0,2
uniform,625,1,9
uniform,626,2,12
uniform,627,3,8
uniform,628,4,6
uniform,629,5,3
uniform,630,6,11
uniform,631,7,1
uniform,632,8,0
uniform,633,9,2
uniform,634,10,7
uniform,635,11,9
uniform,636,12,9
uniform,637,13,2
uniform,638,14,7
uniform,639,15,5
uniform,640,0,3
uniform,641,1,13
uniform,642,2,12
uniform,643,3,4
uniform,644,4,1
uniform,645,5,10
uniform,646,6,9
uniform,647,7,1
uniform,648,8,15
uniform,649,9,15
uniform,650,10,12
uniform,651,11,4
uniform,652,12,7
uniform,653,13,9
uniform,654,14,2
uniform,655,15,13
uniform,656,0,5
uniform,657,1,15
uniform,658,2,13
uniform,659,3,11
uniform,660,4,0
uniform,661,5,1
uniform,662,6,14
uniform,663,7,2
uniform,664,8,5
uniform,665,9,15
uniform,666,10,5
uniform,667,11,1
uniform,668,12,9
uniform,669,13,9
uniform,670,14,12
uniform,671,15,4
uniform,672,0,7
uniform,673,1,3
uniform,674,2,13
uniform,675,3,4
uniform,676,4,10
uniform,677,5,12
uniform,678,6,0
uniform,679,7,14
uniform,680,8,12
uniform,681,9,6
uniform,682,10,7
uniform,683,11,15
uniform,684,12,1
uniform,685,13,7
uniform,686,14,5
uniform,687,15,0
uniform,688,0,8
uniform,689,1,13
uniform,690,2,0
uniform,691,3,14
uniform,692,4,9
uniform,693,5,9
uniform,694,6,13
uniform,695,7,2
uniform,696,8,15
uniform,697,9,12
uniform,698,10,0
uniform,699,11,0
uniform,700,12,3
uniform,701,13,6
uniform,702,14,13
uniform,703,15,10
uniform,704,0,9
uniform,705,1,8
uniform,706,2,5
uniform,707,3,13
uniform,708,4,14
uniform,709,5,11
uniform,710,6,1
uniform,711,7,8
uniform,712,8,13
uniform,713,9,11
uniform,714,10,14
uniform,715,11,5
uniform,716,12,11
uniform,717,13,7
uniform,718,14,13
uniform,719,15,8
uniform,720,0,2
uniform,721,1,4
uniform,722,2,15
uniform,723,3,10
uniform,724,4,0
uniform,725,5,8
uniform,726,6,5
uniform,727,7,15
uniform,728,8,9
uniform,729,9,0
uniform,730,10,6
uniform,731,11,7
uniform,732,12,10
uniform,733,13,5
uniform,734,14,3
uniform,735,15,0
uniform,736,0,15
uniform,737,1,6
uniform,738,2,1
uniform,739,3,4
uniform,740,4,13
uniform,741,5,7
uniform,742,6,15
uniform,743,7,8
uniform,744,8,7
uniform,745,9,12
uniform,746,10,4
uniform,747,11,14
uniform,748,12,2
uniform,749,13,5
uniform,750,14,11
uniform,751,15,12
uniform,752,0,8
uniform,753,1,14
uniform,754,2,1
uniform,755,3,0
uniform,756,4,0
uniform,757,5,11
uniform,758,6,4
uniform,759,7,2
uniform,760,8,4
uniform,761,9,14
uniform,762,10,3
uniform,763,11,12
uniform,764,12,4
uniform,765,13,0
uniform,766,14,4
uniform,767,15,14
uniform,768,0,4
uniform,769,1,7
uniform,770,2,11
uniform,771,3,12
uniform,772,4,12
uniform,773,5,3
uniform,774,6,5
uniform,775,7,6
uniform,776,8,3
uniform,777,9,14
uniform,778,10,11
uniform,779,11,6
uniform,780,12,6
uniform,781,13,2
uniform,782,14,11
uniform,783,15,6
uniform,784,0,12
uniform,785,1,9
uniform,786,2,4
uniform,787,3,11
uniform,788,4,1
uniform,789,5,12
uniform,790,6,10
uniform,791,7,8
uniform,792,8,5
uniform,793,9,2
uniform,794,10,3
uniform,795,11,2
uniform,796,12,9
uniform,797,13,0
uniform,798,14,11
uniform,799,15,12
uniform,800,0,15
uniform,801,1,11
uniform,802,2,5
uniform,803,3,13
uniform,804,4,1
uniform,805,5,10
uniform,806,6,4
uniform,807,7,15
uniform,808,8,15
uniform,809,9,6
uniform,810,10,15
uniform,811,11,9
uniform,812,12,8
uniform,813,13,10
uniform,814,14,4
uniform,815,15,10
uniform,816,0,13
uniform,817,1,5
uniform,818,2,12
uniform,819,3,13
uniform,820,4,3
uniform,821,5,14
uniform,822,6,11
uniform,823,7,11
uniform,824,8,10
uniform,825,9,3
uniform,826,10,5
uniform,827,11,10
uniform,828,12,1
uniform,829,13,15
uniform,830,14,9
uniform,831,15,7
uniform,832,0,14
uniform,833,1,7
uniform,834,2,3
uniform,835,3,14
uniform,836,4,1
uniform,837,5,6
uniform,838,6,8
uniform,839,7,12
uniform,840,8,6
uniform,841,9,12
uniform,842,10,15
uniform,843,11,4
uniform,844,12,0
uniform,845,13,3
uniform,846,14,0
uniform,847,15,3
uniform,848,0,15
uniform,849,1,11
uniform,850,2,13
uniform,851,3,4
uniform,852,4,10
uniform,853,5,1
uniform,854,6,0
uniform,855,7,4
uniform,856,8,1
uniform,857,9,3
uniform,858,10,5
uniform,859,11,1
uniform,860,12,9
uniform,861,13,4
uniform,862,14,2
uniform,863,15,0
uniform,864,0,13
uniform,865,1,10
uniform,866,2,11
uniform,867,3,14
uniform,868,4,2
uniform,869,5,14
uniform,870,6,9
uniform,871,7,11
uniform,872,8,7
uniform,873,9,15
uniform,874,10,5
uniform,875,11,9
uniform,876,12,11
uniform,877,13,3
uniform,878,14,0
uniform,879,15,12
uniform,880,0,1
uniform,881,1,7
uniform,882,2,7
uniform,883,3,13
uniform,884,4,13
uniform,885,5,2
uniform,886,6,13
uniform,887,7,13
uniform,888,8,13
uniform,889,9,8
uniform,890,10,2
uniform,891,11,6
uniform,892,12,2
uniform,893,13,0
uniform,894,14,9
uniform,895,15,12
uniform,896,0,3
uniform,897,1,15
uniform,898,2,4
uniform,899,3,1
uniform,900,4,13
uniform,901,5,3
uniform,902,6,11
uniform,903,7,14
uniform,904,8,2
uniform,905,9,3
uniform,906,10,12
uniform,907,11,1
uniform,908,12,6
uniform,909,13,8
uniform,910,14,5
uniform,911,15,8
uniform,912,0,5
uniform,913,1,0
uniform,914,2,15
uniform,915,3,2
uniform,916,4,1
uniform,917,5,10
uniform,918,6,10
uniform,919,7,12
uniform,920,8,12
uniform,921,9,5
uniform,922,10,7
uniform,923,11,8
uniform,924,12,1
uniform,925,13,11
uniform,926,14,4
uniform,927,15,7
uniform,928,0,4
uniform,929,1,6
uniform,930,2,13
uniform,931,3,14
uniform,932,4,3
uniform,933,5,10
uniform,934,6,8
uniform,935,7,12
uniform,936,8,3
uniform,937,9,10
uniform,938,10,8
uniform,939,11,2
uniform,940,12,11
uniform,941,13,9
uniform,942,14,9
uniform,943,15,7
uniform,944,0,14
uniform,945,1,12
uniform,946,2,3
uniform,947,3,15
uniform,948,4,6
uniform,949,5,13
uniform,950,6,9
uniform,951,7,4
uniform,952,8,5
uniform,953,9,8
uniform,954,10,9
uniform,955,11,5
uniform,956,12,13
uniform,957,13,9
uniform,958,14,3
uniform,959,15,14
uniform,960,0,1
uniform,961,1,9
uniform,962,2,1
uniform,963,3,11
uniform,964,4,9
uniform,965,5,8
uniform,966,6,8
uniform,967,7,9
uniform,968,8,2
uniform,969,9,11
uniform,970,10,11
uniform,971,11,13
uniform,972,12,1
uniform,973,13,15
uniform,974,14,0
uniform,975,15,12
uniform,976,0,1
uniform,977,1,11
uniform,978,2,1
uniform,979,3,9
uniform,980,4,7
uniform,981,5,9
uniform,982,6,4
uniform,983,7,10
uniform,984,8,3
uniform,985,9,15
uniform,986,10,0
uniform,987,11,10
uniform,988,12,3
uniform,989,13,10
uniform,990,14,3
uniform,991,15,4
uniform,992,0,12
uniform,993,1,9
uniform,994,2,6
uniform,995,3,5
uniform,996,4,6
uniform,997,5,1
uniform,998,6,15
uniform,999,7,9
uniform,1000,8,4
uniform,1001,9,10
uniform,1002,10,8
uniform,1003,11,15
uniform,1004,12,14
uniform,1005,13,2
uniform,1006,14,7
uniform,1007,15,3
uniform,1008,0,3
uniform,1009,1,15
uniform,1010,2,10
uniform,1011,3,5
uniform,1012,4,15
uniform,1013,5,14
uniform,1014,6,5
uniform,1015,7,15
uniform,1016,8,0
uniform,1017,9,6
uniform,1018,10,11
uniform,1019,11,8
uniform,1020,12,1
uniform,1021,13,0
uniform,1022,14,6
uniform,1023,15,6
uniform,1024,0,13
uniform,1025,1,0
uniform,1026,2,8
uniform,1027,3,10
uniform,1028,4,6
uniform,1029,5,11
uniform,1030,6,1
uniform,1031,7,9
uniform,1032,8,13
uniform,1033,9,8
uniform,1034,10,14
uniform,1035,11,15
uniform,1036,12,15
uniform,1037,13,6
uniform,1038,14,9
uniform,1039,15,0
uniform,1040,0,8
uniform,1041,1,10
uniform,1042,2,10
uniform,1043,3,1
uniform,1044,4,13
uniform,1045,5,13
uniform,1046,6,2
uniform,1047,7,1
uniform,1048,8,10
uniform,1049,9,7
uniform,1050,10,15
uniform,1051,11,0
uniform,1052,12,8
uniform,1053,13,4
uniform,1054,14,12
uniform,1055,15,14
uniform,1056,0,15
uniform,1057,1,6
uniform,1058,2,0
uniform,1059,3,2
uniform,1060,4,15
uniform,1061,5,11
uniform,1062,6,5
uniform,1063,7,11
uniform,1064,8,5
uniform,1065,9,4
uniform,1066,10,14
uniform,1067,11,2
uniform,1068,12,7
uniform,1069,13,14
uniform,1070,14,7
uniform,1071,15,12
uniform,1072,0,8
uniform,1073,1,14
uniform,1074,2,12
uniform,1075,3,2
uniform,1076,4,2
uniform,1077,5,6
uniform,1078,6,14
uniform,1079,7,10
uniform,1080,8,10
uniform,1081,9,12
uniform,1082,10,2
uniform,1083,11,5
uniform,1084,12,4
uniform,1085,13,12
uniform,1086,14,9
uniform,1087,15,5
uniform,1088,0,4
uniform,1089,1,4
uniform,1090,2,11
uniform,1091,3,0
uniform,1092,4,1
uniform,1093,5,3
uniform,1094,6,0
uniform,1095,7,15
uniform,1096,8,0
uniform,1097,9,2
uniform,1098,10,4
uniform,1099,11,8
uniform,1100,12,14
uniform,1101,13,12
uniform,1102,14,5
uniform,1103,15,7
uniform,1104,0,6
uniform,1105,1,8
uniform,1106,2,14
uniform,1107,3,8
uniform,1108,4,6
uniform,1109,5,6
uniform,1110,6,4
uniform,1111,7,10
uniform,1112,8,9
uniform,1113,9,6
uniform,1114,10,3
uniform,1115,11,7
uniform,1116,12,3
uniform,1117,13,10
uniform,1118,14,7
uniform,1119,15,1
uniform,1120,0,6
uniform,1121,1,6
uniform,1122,2,14
uniform,1123,3,15
uniform,1124,4,6
uniform,1125,5,11
uniform,1126,6,11
uniform,1127,7,8
uniform,1128,8,2
uniform,1129,9,5
uniform,1130,10,14
uniform,1131,11,7
uniform,1132,12,4
uniform,1133,13,0
uniform,1134,14,0
uniform,1135,15,1
uniform,1136,0,11
uniform,1137,1,2
uniform,1138,2,10
uniform,1139,3,15
uniform,1140,4,13
uniform,1141,5,15
uniform,1142,6,7
uniform,1143,7,14
uniform,1144,8,10
uniform,1145,9,1
uniform,1146,10,12
uniform,1147,11,13
uniform,1148,12,13
uniform,1149,13,14
uniform,1150,14,4
uniform,1151,15,8
uniform,1152,0,4
uniform,1153,1,13
uniform,1154,2,9
uniform,1155,3,8
uniform,1156,4,0
uniform,1157,5,15
uniform,1158,6,3
uniform,1159,7,12
uniform,1160,8,13
uniform,1161,9,3
uniform,1162,10,8
uniform,1163,11,5
uniform,1164,12,14
uniform,1165,13,4
uniform,1166,14,1
uniform,1167,15,5
uniform,1168,0,11
uniform,1169,1,13
uniform,1170,2,15
uniform,1171,3,12
uniform,1172,4,7
uniform,1173,5,14
uniform,1174,6,3
uniform,1175,7,10
uniform,1176,8,7
uniform,1177,9,11
uniform,1178,10,6
uniform,1179,11,0
uniform,1180,12,3
uniform,1181,13,15
uniform,1182,14,9
uniform,1183,15,4
uniform,1184,0,14
uniform,1185,1,6
uniform,1186,2,8
uniform,1187,3,13
uniform,1188,4,1
uniform,1189,5,2
uniform,1190,6,9
uniform,1191,7,10
uniform,1192,8,1
uniform,1193,9,5
uniform,1194,10,3
uniform,1195,11,14
uniform,1196,12,2
uniform,1197,13,15
uniform,1198,14,13
uniform,1199,15,4
uniform,1200,0,13
uniform,1201,1,2
uniform,1202,2,10
uniform,1203,3,12
uniform,1204,4,0
uniform,1205,5,7
uniform,1206,6,14
uniform,1207,7,11
uniform,1208,8,11
uniform,1209,9,14
uniform,1210,10,11
uniform,1211,11,10
uniform,1212,12,8
uniform,1213,13,10
uniform,1214,14,0
uniform,1215,15,6
uniform,1216,0,15
uniform,1217,1,6
uniform,1218,2,10
uniform,1219,3,2
uniform,1220,4,12
uniform,1221,5,9
uniform,1222,6,7
uniform,1223,7,4
uniform,1224,8,6
uniform,1225,9,7
uniform,1226,10,14
uniform,1227,11,5
uniform,1228,12,6
uniform,1229,13,15
uniform,1230,14,8
uniform,1231,15,7
uniform,1232,0,2
uniform,1233,1,7
uniform,1234,2,13
uniform,1235,3,2
uniform,1236,4,0
uniform,1237,5,2
uniform,1238,6,9
uniform,1239,7,11
uniform,1240,8,0
uniform,1241,9,1
uniform,1242,10,14
uniform,1243,11,1
uniform,1244,12,5
uniform,1245,13,9
uniform,1246,14,1
uniform,1247,15,11
uniform,1248,0,3
uniform,1249,1,4
uniform,1250,2,1
uniform,1251,3,1
uniform,1252,4,1
uniform,1253,5,6
uniform,1254,6,2
uniform,1255,7,5
uniform,1256,8,15
uniform,1257,9,2
uniform,1258,10,14
uniform,1259,11,12
uniform,1260,12,14
uniform,1261,13,6
uniform,1262,14,13
uniform,1263,15,7
uniform,1264,0,12
uniform,1265,1,4
uniform,1266,2,10
uniform,1267,3,11
uniform,1268,4,12
uniform,1269,5,0
uniform,1270,6,4
uniform,1271,7,4
uniform,1272,8,7
uniform,1273,9,1
uniform,1274,10,3
uniform,1275,11,10
uniform,1276,12,15
uniform,1277,13,9
uniform,1278,14,7
uniform,1279,15,9
uniform,1280,0,9
uniform,1281,1,7
uniform,1282,2,15
uniform,1283,3,7
uniform,1284,4,3
uniform,1285,5,9
uniform,1286,6,9
uniform,1287,7,1
uniform,1288,8,3
uniform,1289,9,10
uniform,1290,10,1
uniform,1291,11,6
uniform,1292,12,3
uniform,1293,13,7
uniform,1294,14,8
uniform,1295,15,5
uniform,1296,0,10
uniform,1297,1,5
uniform,1298,2,7
uniform,1299,3,4
uniform,1300,4,6
uniform,1301,5,15
uniform,1302,6,4
uniform,1303,7,0
uniform,1304,8,1
uniform,1305,9,5
uniform,1306,10,9
uniform,1307,11,13
uniform,1308,12,9
uniform,1309,13,9
uniform,1310,14,11
uniform,1311,15,6
uniform,1312,0,2
uniform,1313,1,9
uniform,1314,2,5
uniform,1315,3,5
uniform,1316,4,15
uniform,1317,5,6
uniform,1318,6,0
uniform,1319,7,6
uniform,1320,8,5
uniform,1321,9,11
uniform,1322,10,9
uniform,1323,11,13
uniform,1324,12,13
uniform,1325,13,10
uniform,1326,14,15
uniform,1327,15,0
uniform,1328,0,5
uniform,1329,1,11
uniform,1330,2,9
uniform,1331,3,6
uniform,1332,4,11
uniform,1333,5,1
uniform,1334,6,1
uniform,1335,7,5
uniform,1336,8,0
uniform,1337,9,10
uniform,1338,10,6
uniform,1339,11,2
uniform,1340,12,5
uniform,1341,13,10
uniform,1342,14,13
uniform,1343,15,4
uniform,1344,0,3
uniform,1345,1,7
uniform,1346,2,8
uniform,1347,3,15
uniform,1348,4,11
uniform,1349,5,15
uniform,1350,6,11
uniform,1351,7,6
uniform,1352,8,11
uniform,1353,9,6
uniform,1354,10,12
uniform,1355,11,6
uniform,1356,12,14
uniform,1357,13,15
uniform,1358,14,3
uniform,1359,15,0
uniform,1360,0,5
